order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band
4960,6600,1640,0,4.0,3,370,8,3,0.375,1180,7,3,23,1,Tier 2,Home & Kitchen,CoD,Late_Night,iOS,Marketplace_3P,Central,Returning,0,19.6,Low
540,570,30,0,20.8,3,1292,14,6,0.429,23010,11,6,22,4,Tier 3,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,South,Returning,0,12.3,Low
750,930,180,0,5.4,1,47,1,0,0.0,390,1,0,17,6,Tier 3,Beauty,Prepaid,Evening,iOS,Local_SmallSeller,North,New,0,9.7,Low
500,550,50,0,10.3,1,1286,22,2,0.091,19120,12,2,23,5,Tier 1,Grocery,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,2.6,Low
2410,2890,480,0,8.0,2,977,12,0,0.0,21480,10,0,23,4,Tier 2,Home & Kitchen,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,8.7,Low
19620,26040,6420,0,34.2,1,682,9,4,0.444,12890,4,3,5,3,Tier 3,Mobiles,CoD,Morning,Android,Local_SmallSeller,West,Returning,0,30.0,Medium
2220,2780,560,0,14.9,1,471,6,1,0.167,8970,4,1,12,5,Tier 1,Toys,Prepaid,Afternoon,Android,Local_SmallSeller,West,Returning,0,3.9,Low
900,1030,130,0,3.7,2,327,3,1,0.333,1730,2,1,17,2,Tier 2,Fashion,CoD,Evening,Android,Flagship_1P,Central,Returning,0,9.7,Low
11900,14070,2170,0,4.1,1,941,12,2,0.167,11400,4,2,23,2,Tier 1,Electronics,Prepaid,Late_Night,Android,Flagship_1P,West,Returning,0,5.4,Low
1020,1260,240,0,10.6,1,599,4,1,0.25,6260,1,1,20,0,Tier 3,Footwear,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,6.5,Low
9800,11180,1380,0,15.2,1,877,11,4,0.364,2860,4,2,14,0,Tier 3,Mobiles,CoD,Afternoon,Android,Marketplace_3P,South,Returning,1,24.7,Medium
350,390,40,40,17.5,1,1278,19,1,0.053,2950,14,1,23,0,Tier 3,Grocery,CoD,Late_Night,Android,Local_SmallSeller,Central,Returning,0,16.8,Low
610,820,210,0,12.5,1,212,2,0,0.0,3220,1,0,11,1,Tier 3,Beauty,CoD,Morning,Android,Marketplace_3P,East,Returning,0,13.7,Low
1350,1660,310,0,26.8,1,1137,12,0,0.0,11940,9,0,7,1,Tier 3,Footwear,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,13.7,Low
770,860,90,0,11.2,1,598,11,1,0.091,6540,6,1,5,1,Tier 1,Fashion,Prepaid,Morning,Android,Flagship_1P,Central,Returning,0,2.3,Low
2240,2270,30,0,19.8,1,1415,12,0,0.0,11280,3,0,14,2,Tier 3,Footwear,CoD,Afternoon,Android,Flagship_1P,North,Returning,0,9.7,Low
4980,6680,1700,0,7.5,1,148,4,0,0.0,21580,2,0,14,6,Tier 2,Electronics,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,13.3,Low
560,560,0,0,8.2,1,730,7,1,0.143,11460,4,1,18,5,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,1.8,Low
2180,2600,420,0,18.7,1,1223,13,9,0.692,20500,3,2,19,4,Tier 2,Home & Kitchen,CoD,Evening,Android,Flagship_1P,North,Returning,0,14.8,Low
17730,23210,5480,0,49.7,1,1305,20,1,0.05,87730,13,1,4,5,Tier 3,Electronics,CoD,Late_Night,Android,Marketplace_3P,West,Returning,1,59.0,High
2350,3140,790,0,20.1,1,600,9,0,0.0,7040,5,0,12,0,Tier 2,Fashion,CoD,Afternoon,Android,Local_SmallSeller,South,Returning,0,12.3,Low
740,990,250,0,1.1,1,1380,15,4,0.267,34030,12,4,4,3,Tier 1,Toys,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,7.3,Low
2150,2460,310,0,5.3,2,612,10,0,0.0,11760,6,0,4,3,Tier 1,Beauty,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,7.6,Low
3240,4170,930,0,32.4,1,1216,12,2,0.167,35510,10,2,3,0,Tier 3,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,8.7,Low
2040,2270,230,0,10.0,1,165,1,0,0.0,570,0,0,8,5,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,Central,New,0,5.2,Low
860,1070,210,0,14.7,2,1109,14,3,0.214,23710,6,3,5,3,Tier 2,Grocery,CoD,Morning,Android,Flagship_1P,East,Returning,0,8.7,Low
4120,5240,1120,0,16.6,1,1,3,0,0.0,1470,1,0,10,6,Tier 3,Home & Kitchen,CoD,Morning,Android,Flagship_1P,North,Returning,0,19.6,Low
1320,1420,100,0,6.2,1,189,3,0,0.0,1060,1,0,21,1,Tier 2,Fashion,Prepaid,Evening,iOS,Local_SmallSeller,Central,Returning,0,5.2,Low
1740,1810,70,0,10.3,2,623,7,0,0.0,21140,5,0,8,1,Tier 3,Fashion,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,6.2,Low
1570,1840,270,0,18.0,1,1295,13,4,0.308,7050,4,3,17,2,Tier 3,Footwear,CoD,Evening,Android,Marketplace_3P,East,Returning,0,13.7,Low
950,1120,170,0,8.7,1,192,1,1,1.0,910,1,1,16,3,Tier 2,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,East,New,0,7.6,Low
8000,9090,1090,0,5.0,2,552,7,0,0.0,19800,5,0,16,5,Tier 1,Electronics,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,9.7,Low
1830,2190,360,0,17.0,2,1364,14,2,0.143,19020,6,2,9,1,Tier 1,Footwear,CoD,Morning,Android,Local_SmallSeller,Central,Returning,0,8.7,Low
8720,11390,2670,0,8.7,1,1309,13,2,0.154,17200,8,2,12,0,Tier 2,Electronics,CoD,Afternoon,iOS,Flagship_1P,South,Returning,0,13.7,Low
340,360,20,60,10.0,1,724,6,1,0.167,10430,5,1,7,5,Tier 2,Toys,Prepaid,Morning,Android,Flagship_1P,West,Returning,0,3.9,Low
1040,1160,120,0,4.7,1,515,10,4,0.4,2720,9,4,18,5,Tier 1,Grocery,CoD,Evening,iOS,Marketplace_3P,East,Returning,0,6.7,Low
1720,2150,430,0,16.2,1,1160,13,0,0.0,10120,7,0,16,3,Tier 3,Home & Kitchen,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,8.7,Low
430,530,100,40,1.8,1,1316,16,0,0.0,17320,11,0,9,4,Tier 1,Grocery,Prepaid,Morning,iOS,Marketplace_3P,Central,Returning,0,0.9,Low
1870,1960,90,0,42.6,2,447,7,2,0.286,5780,5,2,16,5,Tier 3,Beauty,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,1,19.6,Low
830,920,90,0,8.7,1,339,3,0,0.0,7330,1,0,12,5,Tier 2,Fashion,CoD,Afternoon,Android,Marketplace_3P,West,Returning,0,8.7,Low
4370,5240,870,0,7.9,2,232,4,1,0.25,900,1,1,2,2,Tier 1,Home & Kitchen,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,14.8,Low
6640,8680,2040,0,8.9,1,1323,15,2,0.133,38060,13,2,22,5,Tier 1,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,5.2,Low
2660,2690,30,0,3.0,1,1162,18,1,0.056,10090,12,1,18,6,Tier 1,Fashion,CoD,Evening,Android,Local_SmallSeller,South,Returning,0,5.4,Low
4310,5700,1390,0,1.5,1,1482,12,0,0.0,20210,5,0,22,4,Tier 1,Fashion,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,7.6,Low
1320,1650,330,0,7.6,1,403,5,1,0.2,2450,3,1,2,3,Tier 2,Beauty,Prepaid,Late_Night,iOS,Local_SmallSeller,Central,Returning,0,6.5,Low
2790,2850,60,0,7.0,2,1068,12,2,0.167,39400,7,2,23,0,Tier 1,Toys,Prepaid,Late_Night,Android,Marketplace_3P,South,Returning,0,3.7,Low
1450,1480,30,0,12.2,1,77,1,1,1.0,1370,0,0,3,2,Tier 2,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,East,New,0,12.3,Low
9570,10810,1240,0,7.9,1,1087,13,6,0.462,8220,7,4,21,2,Tier 1,Electronics,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,5.4,Low
1160,1300,140,0,24.6,2,905,14,1,0.071,13630,11,1,8,2,Tier 3,Grocery,CoD,Morning,Android,Marketplace_3P,East,Returning,1,13.7,Low
3260,3640,380,0,7.4,1,34,1,0,0.0,1930,1,0,17,3,Tier 3,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,Central,New,0,9.7,Low
12320,12620,300,0,10.8,1,321,5,4,0.8,3640,2,2,14,5,Tier 2,Mobiles,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,13.3,Low
530,680,150,0,16.8,1,106,1,1,1.0,890,0,0,18,2,Tier 3,Home & Kitchen,CoD,Evening,iOS,Marketplace_3P,East,New,0,26.9,Medium
860,1090,230,0,16.3,1,751,9,3,0.333,29010,7,3,14,5,Tier 2,Fashion,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,9.7,Low
9310,11080,1770,0,13.4,1,900,14,2,0.143,25460,9,2,12,3,Tier 2,Electronics,CoD,Afternoon,Android,Local_SmallSeller,West,Returning,0,17.5,Low
3230,3430,200,0,6.3,2,101,3,0,0.0,650,2,0,5,2,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,3.9,Low
2370,3120,750,0,7.1,1,1007,14,2,0.143,49160,5,2,14,1,Tier 1,Fashion,CoD,Afternoon,Android,Marketplace_3P,West,Returning,0,5.4,Low
1330,1440,110,0,22.9,2,1336,14,4,0.286,10290,6,4,17,3,Tier 1,Footwear,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,4.0,Low
4960,4970,10,0,5.0,1,648,5,2,0.4,3620,3,2,1,2,Tier 2,Mobiles,CoD,Late_Night,Android,Flagship_1P,Central,Returning,0,14.8,Low
10680,12770,2090,0,8.5,1,164,3,0,0.0,2940,1,0,6,1,Tier 3,Mobiles,Prepaid,Morning,Android,Flagship_1P,North,Returning,0,11.0,Low
4430,5310,880,0,10.6,2,734,5,1,0.2,9130,2,1,23,0,Tier 2,Appliances,CoD,Late_Night,Android,Local_SmallSeller,Central,Returning,0,19.6,Low
700,820,120,0,9.6,3,1270,18,8,0.444,14810,6,6,10,2,Tier 2,Grocery,CoD,Morning,Android,Local_SmallSeller,Central,Returning,0,13.7,Low
650,680,30,0,9.7,1,1024,11,2,0.182,37650,6,2,4,0,Tier 1,Beauty,Prepaid,Late_Night,Android,Flagship_1P,South,Returning,0,3.0,Low
3740,3900,160,0,22.5,1,1194,17,1,0.059,47090,10,1,14,1,Tier 2,Home & Kitchen,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,11.0,Low
2640,2680,40,0,5.0,1,972,26,8,0.308,32010,23,8,6,6,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,1.8,Low
220,260,40,0,27.0,1,114,2,1,0.5,1550,1,1,10,0,Tier 3,Grocery,CoD,Morning,iOS,Marketplace_3P,South,Returning,0,24.7,Medium
2620,2770,150,0,13.0,1,384,6,0,0.0,11720,4,0,6,4,Tier 2,Electronics,CoD,Morning,Android,Flagship_1P,North,Returning,1,11.0,Low
2780,3130,350,0,7.3,1,1055,10,1,0.1,24810,6,1,1,0,Tier 2,Fashion,CoD,Late_Night,iOS,Flagship_1P,East,Returning,0,9.7,Low
860,870,10,0,6.3,1,1159,14,3,0.214,29690,9,3,21,0,Tier 1,Books,CoD,Evening,Android,Marketplace_3P,East,Returning,0,5.2,Low
1360,1380,20,0,14.9,1,613,8,2,0.25,4240,7,2,11,2,Tier 2,Footwear,CoD,Morning,iOS,Local_SmallSeller,South,Returning,0,11.0,Low
980,1080,100,0,18.4,1,857,14,0,0.0,25160,8,0,17,2,Tier 2,Books,Prepaid,Evening,iOS,Marketplace_3P,North,Returning,0,3.0,Low
720,730,10,0,11.6,1,672,10,5,0.5,15970,3,2,7,6,Tier 2,Grocery,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,5.2,Low
3640,4620,980,0,14.2,2,829,14,3,0.214,35410,3,2,14,1,Tier 1,Mobiles,Prepaid,Afternoon,iOS,Local_SmallSeller,West,Returning,0,4.0,Low
1440,1690,250,0,3.4,1,1089,11,1,0.091,14000,5,1,0,5,Tier 2,Footwear,Prepaid,Late_Night,Android,Flagship_1P,Central,Returning,0,3.0,Low
2590,3090,500,0,20.5,1,1445,22,4,0.182,29510,17,4,7,6,Tier 1,Electronics,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,4.0,Low
1180,1250,70,0,22.2,1,1166,12,1,0.083,33030,9,1,2,1,Tier 2,Fashion,Prepaid,Late_Night,iOS,Flagship_1P,South,Returning,0,4.4,Low
740,940,200,0,1.3,1,1316,7,1,0.143,3620,5,1,13,5,Tier 1,Footwear,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,1.8,Low
300,380,80,0,8.7,1,770,9,2,0.222,13690,8,2,23,3,Tier 2,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,3.9,Low
4330,5780,1450,0,4.2,1,114,1,0,0.0,1400,1,0,23,2,Tier 2,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,North,New,0,8.7,Low
4670,6080,1410,0,2.2,1,1331,18,5,0.278,61580,4,3,5,5,Tier 1,Electronics,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,2.6,Low
1050,1060,10,0,30.5,2,660,15,2,0.133,53020,12,2,1,5,Tier 2,Footwear,CoD,Late_Night,Android,Local_SmallSeller,South,Returning,0,14.8,Low
8480,9590,1110,0,18.4,1,816,11,1,0.091,19770,5,1,10,0,Tier 2,Electronics,Prepaid,Morning,iOS,Marketplace_3P,North,Returning,0,7.6,Low
380,450,70,40,2.8,1,914,11,4,0.364,14890,8,4,11,3,Tier 1,Grocery,CoD,Morning,Android,Local_SmallSeller,Central,Returning,0,7.3,Low
8670,11310,2640,0,2.5,1,1012,10,1,0.1,7400,7,1,0,0,Tier 2,Appliances,Prepaid,Late_Night,Android,Marketplace_3P,South,Returning,0,6.7,Low
3160,3660,500,0,6.6,1,747,8,1,0.125,6280,7,1,11,2,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,East,Returning,0,8.7,Low
2370,3070,700,0,9.7,1,674,7,4,0.571,21550,2,1,7,6,Tier 2,Electronics,CoD,Morning,Android,Local_SmallSeller,West,Returning,0,17.5,Low
11590,13820,2230,0,5.1,1,971,11,0,0.0,2220,8,0,15,2,Tier 3,Electronics,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,19.6,Low
4810,5630,820,0,10.8,1,1297,15,2,0.133,35270,5,2,9,3,Tier 2,Home & Kitchen,CoD,Morning,Android,Local_SmallSeller,North,Returning,0,11.0,Low
10870,12180,1310,0,8.8,1,1431,11,0,0.0,25500,5,0,15,6,Tier 1,Electronics,Prepaid,Afternoon,Android,Flagship_1P,North,Returning,0,3.9,Low
5840,7070,1230,0,14.3,1,308,3,0,0.0,2400,2,0,19,5,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,15.9,Low
8930,11410,2480,0,36.2,2,29,2,1,0.5,650,2,1,6,5,Tier 3,Appliances,CoD,Morning,Android,Marketplace_3P,West,Returning,0,39.1,Medium
690,830,140,0,5.7,1,461,10,0,0.0,23520,5,0,20,1,Tier 1,Fashion,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,1.8,Low
2370,2750,380,0,6.7,1,1043,15,6,0.4,2030,7,6,22,5,Tier 1,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,3.9,Low
780,800,20,0,25.6,1,659,9,1,0.111,11140,7,1,4,5,Tier 2,Grocery,CoD,Late_Night,iOS,Flagship_1P,Central,Returning,1,13.7,Low
970,1060,90,0,6.1,1,1150,19,2,0.105,31370,14,2,13,4,Tier 1,Beauty,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,4.0,Low
520,580,60,0,4.4,2,737,10,1,0.1,2720,9,1,0,0,Tier 1,Fashion,CoD,Late_Night,Android,Flagship_1P,South,Returning,1,7.6,Low
2470,2550,80,0,13.8,1,714,7,0,0.0,6750,6,0,14,0,Tier 2,Fashion,Prepaid,Afternoon,iOS,Marketplace_3P,North,Returning,0,3.9,Low
580,760,180,0,119.5,2,467,5,1,0.2,29780,4,1,19,6,Tier 3,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,7.9,Low
720,950,230,0,4.1,1,1368,17,4,0.235,35270,8,4,23,5,Tier 2,Beauty,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,8.7,Low
870,1170,300,0,10.6,1,196,3,0,0.0,2930,1,0,16,3,Tier 1,Fashion,CoD,Afternoon,Android,Marketplace_3P,East,Returning,0,7.6,Low
6650,7380,730,0,34.9,1,912,12,7,0.583,2250,8,6,21,4,Tier 3,Home & Kitchen,Prepaid,Evening,Android,Local_SmallSeller,East,Returning,0,18.5,Low
4380,4870,490,0,22.3,3,867,9,1,0.111,38470,6,1,13,6,Tier 2,Fashion,Prepaid,Afternoon,Android,Flagship_1P,East,Returning,0,7.3,Low
10650,12870,2220,0,4.9,1,1418,12,2,0.167,27430,8,2,18,5,Tier 2,Mobiles,Prepaid,Evening,Android,Local_SmallSeller,South,Returning,0,7.6,Low
350,380,30,0,8.5,1,655,8,2,0.25,23250,5,2,5,1,Tier 2,Books,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,3.7,Low
730,750,20,0,3.9,3,6,1,0,0.0,2560,0,0,2,4,Tier 1,Beauty,Prepaid,Late_Night,iOS,Flagship_1P,East,New,0,7.3,Low
2760,3300,540,0,20.2,2,931,14,1,0.071,13960,8,1,12,3,Tier 1,Home & Kitchen,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,8.7,Low
2010,2140,130,0,7.8,1,1447,18,3,0.167,16950,6,3,21,0,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,North,Returning,0,2.3,Low
3760,4560,800,0,8.0,1,658,8,0,0.0,4640,3,0,6,4,Tier 3,Electronics,CoD,Morning,Android,Flagship_1P,Central,Returning,0,14.8,Low
930,1070,140,0,5.3,1,984,8,4,0.5,5980,5,4,13,5,Tier 3,Toys,CoD,Afternoon,iOS,Marketplace_3P,South,Returning,0,13.3,Low
1560,1690,130,0,19.4,1,209,2,0,0.0,1340,1,0,17,1,Tier 2,Home & Kitchen,CoD,Evening,iOS,Flagship_1P,Central,Returning,0,12.3,Low
7480,8880,1400,0,5.9,1,632,9,2,0.222,10520,2,1,16,6,Tier 1,Electronics,Prepaid,Afternoon,Android,Marketplace_3P,South,Returning,0,4.0,Low
6420,7610,1190,0,15.2,2,1271,14,2,0.143,3130,5,2,13,5,Tier 2,Appliances,Prepaid,Afternoon,Android,Local_SmallSeller,South,Returning,0,8.7,Low
9180,11590,2410,0,7.2,2,1458,18,1,0.056,65020,7,1,13,5,Tier 2,Appliances,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,5.2,Low
710,840,130,0,9.1,1,753,12,5,0.417,7380,3,2,1,0,Tier 1,Beauty,Prepaid,Late_Night,iOS,Marketplace_3P,South,Returning,0,3.9,Low
6120,7590,1470,0,17.4,1,977,12,0,0.0,21480,10,0,0,4,Tier 2,Mobiles,CoD,Late_Night,Android,Local_SmallSeller,South,Returning,0,19.6,Low
280,330,50,60,10.3,2,181,1,0,0.0,2200,0,0,5,0,Tier 1,Books,Prepaid,Morning,Android,Marketplace_3P,South,New,0,5.4,Low
2140,2170,30,0,2.0,1,644,10,4,0.4,14420,8,4,9,4,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,2.6,Low
1920,2260,340,0,12.3,1,74,1,0,0.0,3350,0,0,18,3,Tier 2,Toys,CoD,Evening,Android,Flagship_1P,South,New,0,17.5,Low
2190,2640,450,0,12.4,1,1121,16,1,0.062,33500,9,1,13,2,Tier 1,Home & Kitchen,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,1.8,Low
1020,1110,90,0,36.4,1,909,12,1,0.083,21670,8,1,12,6,Tier 3,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,5.4,Low
1920,2010,90,0,29.9,1,1383,20,3,0.15,105400,16,3,2,4,Tier 2,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,Central,Returning,0,7.3,Low
930,1000,70,0,59.5,1,1338,14,2,0.143,12390,9,2,17,0,Tier 3,Beauty,CoD,Evening,Android,Marketplace_3P,South,Returning,0,13.7,Low
780,910,130,0,17.6,1,1415,25,8,0.32,15340,20,8,6,5,Tier 2,Toys,CoD,Morning,Android,Local_SmallSeller,North,Returning,0,11.0,Low
640,740,100,0,15.9,1,101,2,2,1.0,940,1,1,16,1,Tier 3,Grocery,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,9.7,Low
3730,4930,1200,0,16.6,1,1424,19,9,0.474,17630,4,3,22,4,Tier 3,Mobiles,CoD,Late_Night,iOS,Local_SmallSeller,North,Returning,0,26.9,Medium
1960,2000,40,0,5.3,2,1123,16,3,0.188,18430,10,3,11,5,Tier 1,Home & Kitchen,CoD,Morning,Android,Marketplace_3P,East,Returning,0,5.5,Low
9700,10650,950,0,1.5,1,308,4,0,0.0,6400,1,0,19,4,Tier 2,Mobiles,Prepaid,Evening,Android,Local_SmallSeller,Central,Returning,0,8.7,Low
2980,3900,920,0,8.9,1,1192,16,0,0.0,4430,10,0,9,5,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,South,Returning,0,13.7,Low
1080,1170,90,0,32.2,2,330,5,1,0.2,25290,3,1,10,3,Tier 2,Fashion,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,7.3,Low
23970,26150,2180,0,17.8,1,1158,20,5,0.25,54020,7,4,18,1,Tier 1,Mobiles,Prepaid,Evening,Android,Local_SmallSeller,North,Returning,0,8.7,Low
340,370,30,40,7.3,1,685,12,6,0.5,18390,8,6,7,0,Tier 1,Grocery,CoD,Morning,Android,Flagship_1P,South,Returning,0,7.6,Low
1890,2240,350,0,44.1,2,1331,14,2,0.143,41320,6,2,23,4,Tier 3,Footwear,CoD,Late_Night,Android,Flagship_1P,West,Returning,0,19.6,Low
740,920,180,0,6.2,1,544,6,2,0.333,15390,3,2,16,3,Tier 2,Beauty,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,8.7,Low
14690,15900,1210,0,12.3,1,191,4,0,0.0,9700,3,0,23,6,Tier 1,Mobiles,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,7.3,Low
3860,4470,610,0,5.2,1,1260,8,2,0.25,23460,3,2,2,0,Tier 2,Electronics,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,1,19.6,Low
410,520,110,40,2.6,1,900,6,4,0.667,6970,5,3,18,1,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,West,Returning,1,11.0,Low
9750,10230,480,0,5.2,1,1170,16,2,0.125,62640,14,2,22,6,Tier 2,Mobiles,CoD,Late_Night,iOS,Local_SmallSeller,South,Returning,1,19.6,Low
250,330,80,40,2.2,1,592,13,0,0.0,1560,10,0,22,4,Tier 2,Books,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,7.3,Low
1120,1380,260,0,24.6,1,1141,17,7,0.412,13620,9,7,3,1,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,North,Returning,1,24.7,Medium
150,200,50,60,1.5,1,655,10,1,0.1,4670,8,1,6,5,Tier 1,Books,Prepaid,Morning,Android,Local_SmallSeller,South,Returning,0,1.8,Low
600,720,120,0,26.0,1,693,10,4,0.4,20690,5,3,22,0,Tier 3,Fashion,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,24.7,Medium
9200,10330,1130,0,1.2,1,822,11,0,0.0,44760,6,0,6,6,Tier 2,Electronics,CoD,Morning,Android,Marketplace_3P,South,Returning,0,9.7,Low
2460,2960,500,0,4.7,2,1451,12,7,0.583,12170,5,3,5,2,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,South,Returning,0,13.7,Low
9910,13250,3340,0,2.7,1,1086,10,0,0.0,11160,7,0,23,6,Tier 1,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,14.8,Low
180,230,50,40,13.5,1,944,12,5,0.417,24600,8,5,21,5,Tier 3,Books,Prepaid,Evening,iOS,Marketplace_3P,East,Returning,0,5.4,Low
1150,1250,100,0,32.1,1,370,8,3,0.375,1180,7,3,8,0,Tier 2,Grocery,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,8.7,Low
1460,1660,200,0,13.7,1,784,6,3,0.5,13340,5,3,17,1,Tier 3,Fashion,Prepaid,Evening,iOS,Marketplace_3P,West,Returning,0,7.3,Low
1680,1810,130,0,13.9,3,493,7,0,0.0,3960,2,0,9,1,Tier 2,Electronics,CoD,Morning,Android,Local_SmallSeller,Central,Returning,0,13.7,Low
3800,4790,990,0,7.1,2,289,3,1,0.333,1560,2,1,23,6,Tier 1,Footwear,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,13.7,Low
750,1000,250,0,2.2,1,1356,14,3,0.214,44030,9,3,8,5,Tier 1,Grocery,CoD,Morning,Android,Local_SmallSeller,Central,Returning,0,5.5,Low
5020,6300,1280,0,6.9,1,897,10,1,0.1,2350,9,1,22,5,Tier 1,Electronics,Prepaid,Late_Night,Android,Flagship_1P,West,Returning,0,4.0,Low
1250,1620,370,0,3.9,1,310,4,2,0.5,12850,3,2,9,2,Tier 3,Beauty,Prepaid,Morning,Android,Flagship_1P,North,Returning,0,5.4,Low
2560,2740,180,0,9.7,3,27,1,0,0.0,1490,1,0,5,1,Tier 3,Home & Kitchen,CoD,Morning,iOS,Local_SmallSeller,Central,New,0,30.0,Medium
880,1010,130,0,42.8,1,1060,11,2,0.182,32820,4,2,4,4,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,19.6,Low
900,1180,280,0,26.3,1,345,4,0,0.0,2000,3,0,19,4,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,East,Returning,0,3.9,Low
18120,21750,3630,0,17.6,1,1241,18,1,0.056,15790,7,1,15,4,Tier 2,Mobiles,CoD,Afternoon,Android,Marketplace_3P,West,Returning,0,13.7,Low
2230,2520,290,0,4.7,1,1481,17,5,0.294,33980,10,5,3,1,Tier 2,Home & Kitchen,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,3.9,Low
840,870,30,0,1.0,1,291,2,0,0.0,200,1,0,4,3,Tier 1,Home & Kitchen,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,2.6,Low
9100,10500,1400,0,3.9,1,699,9,4,0.444,24090,3,2,5,4,Tier 1,Appliances,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,4.4,Low
1620,1640,20,0,27.4,2,358,5,2,0.4,9050,2,2,16,4,Tier 2,Fashion,CoD,Afternoon,Android,Local_SmallSeller,Central,Returning,0,19.6,Low
2540,2540,0,0,32.4,1,581,8,2,0.25,1110,4,2,0,4,Tier 3,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,1,9.7,Low
