order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band,rto_prob,segment,profit_no_intervention,in_top2_cohort,profit_static_fee50,dynamic_intervention,profit_dynamic
3290,4070,780,0,3.2,1,146,3,1,0.333,5230,2,1,0,5,Tier 1,Electronics,CoD,Late_Night,Android,Flagship_1P,West,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,360.5232,False,360.5232,Prepaid_Incentive,379.37543999999997
1570,1740,170,0,8.5,1,239,2,0,0.0,11740,1,0,5,2,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Flagship_1P,Central,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,184.16719999999998,False,184.16719999999998,Prepaid_Incentive,186.49523999999997
1180,1310,130,0,21.7,3,750,8,0,0.0,11950,4,0,3,0,Tier 3,Home & Kitchen,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,111.86560000000003,False,111.86560000000003,Prepaid_Incentive,128.21952000000002
2380,2400,20,0,6.5,1,317,7,2,0.286,3720,3,2,14,0,Tier 2,Home & Kitchen,Prepaid,Afternoon,Android,Flagship_1P,Central,Returning,0,3.9,Low,0.039,Returning / Core,277.98720000000003,False,277.98720000000003,Prepaid_Incentive,282.17424
5670,5720,50,0,5.3,1,1123,13,5,0.385,22410,8,5,14,6,Tier 1,Electronics,Prepaid,Afternoon,iOS,Marketplace_3P,East,Returning,1,3.7,Low,0.037000000000000005,Low RTO / High LTV,668.3083999999999,False,668.3083999999999,Prepaid_Incentive,674.9587799999998
7860,8170,310,0,7.0,1,1456,17,12,0.706,17440,6,3,9,6,Tier 2,Mobiles,CoD,Morning,Android,Marketplace_3P,South,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,859.4912,False,859.4912,Prepaid_Incentive,905.5310400000001
460,520,60,40,15.8,1,232,5,1,0.2,8290,3,1,8,2,Tier 2,Grocery,Prepaid,Morning,Android,Flagship_1P,Central,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,49.0432,False,49.0432,Fee_50_COD,78.02121600000001
1860,2400,540,0,11.5,1,415,3,1,0.333,2520,2,1,18,3,Tier 2,Footwear,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,11.0,Low,0.11,Returning / Core,204.01600000000002,False,204.01600000000002,Prepaid_Incentive,214.5672
320,330,10,60,22.4,1,1273,14,1,0.071,38050,5,1,8,2,Tier 3,Books,Prepaid,Morning,Android,Flagship_1P,West,Returning,0,5.2,Low,0.052000000000000005,Low RTO / High LTV,32.53439999999999,False,32.53439999999999,Fee_20_COD,46.913527999999985
1080,1420,340,0,4.1,1,769,10,1,0.1,32920,9,1,10,0,Tier 1,Home & Kitchen,CoD,Morning,Android,Flagship_1P,Central,Returning,0,4.0,Low,0.04,Low RTO / High LTV,123.87200000000003,False,123.87200000000003,Prepaid_Incentive,127.02240000000002
2330,2970,640,0,2.7,1,933,12,1,0.083,8880,9,1,19,2,Tier 1,Electronics,Prepaid,Evening,Android,Marketplace_3P,West,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,276.1224,False,276.1224,Prepaid_Incentive,278.03508000000005
2850,3250,400,0,10.3,1,568,7,0,0.0,26930,2,0,21,5,Tier 2,Footwear,CoD,Evening,Android,Marketplace_3P,South,Returning,0,8.7,Low,0.087,Low RTO / High LTV,323.382,False,323.382,Prepaid_Incentive,333.6219
370,500,130,60,1.6,1,1139,16,5,0.312,16920,10,5,8,5,Tier 1,Grocery,CoD,Morning,iOS,Local_SmallSeller,East,Returning,0,6.7,Low,0.067,Returning / Core,36.70839999999999,False,36.70839999999999,Fee_50_COD,68.954292
1660,2210,550,0,3.1,1,1333,15,2,0.133,3230,8,2,9,2,Tier 1,Fashion,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,196.2048,False,196.2048,Prepaid_Incentive,197.85216000000003
2630,2970,340,0,13.1,1,936,8,1,0.125,18100,6,1,4,2,Tier 2,Fashion,CoD,Late_Night,Android,Flagship_1P,Central,Returning,1,12.3,Low,0.12300000000000001,Returning / Core,290.3604,False,290.3604,Prepaid_Incentive,304.24218
510,560,50,0,7.8,1,293,6,0,0.0,650,3,0,21,6,Tier 2,Grocery,CoD,Evening,Android,Flagship_1P,West,Returning,0,8.7,Low,0.087,Returning / Core,50.7252,False,50.7252,Fee_50_COD,79.800876
2540,2970,430,0,7.2,1,1303,16,2,0.125,20010,7,2,8,0,Tier 3,Home & Kitchen,Prepaid,Morning,Android,Flagship_1P,Central,Returning,0,3.9,Low,0.039,Returning / Core,296.9376,False,296.9376,Prepaid_Incentive,301.26192
13930,14970,1040,0,9.7,1,565,16,1,0.062,36280,12,1,4,1,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,East,Returning,1,20.2,Medium,0.20199999999999999,High RTO / High LTV,1538.8456,False,1538.8456,Prepaid_Incentive,1611.8605200000002
3130,3630,500,0,25.0,1,1081,14,3,0.214,16440,11,3,2,0,Tier 3,Fashion,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,20.0,Low,0.2,High RTO / Low LTV,330.56,False,330.56,Prepaid_Incentive,355.33200000000005
730,860,130,0,5.1,1,1046,18,3,0.167,39380,9,3,7,2,Tier 1,Grocery,CoD,Morning,iOS,Marketplace_3P,Central,Returning,0,4.4,Low,0.044000000000000004,Low RTO / High LTV,81.91520000000001,False,81.91520000000001,Fee_20_COD,90.109524
5010,6660,1650,0,3.5,1,1291,19,1,0.053,34460,11,1,2,4,Tier 2,Electronics,CoD,Late_Night,iOS,Marketplace_3P,West,Returning,0,13.7,Low,0.13699999999999998,Low RTO / High LTV,560.0452,False,560.0452,Prepaid_Incentive,582.68034
1900,1960,60,0,8.0,1,321,2,0,0.0,4700,0,0,10,1,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,223.424,False,223.424,Prepaid_Incentive,225.9408
1150,1540,390,0,13.6,1,769,4,0,0.0,3550,2,0,23,3,Tier 3,Fashion,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,19.6,Low,0.196,High RTO / Low LTV,109.384,False,109.384,Fee_50_COD,125.97192000000001
11140,14410,3270,0,52.6,1,1038,9,1,0.111,10020,6,1,4,5,Tier 2,Mobiles,Prepaid,Late_Night,Android,Flagship_1P,West,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,1283.8767999999998,False,1283.8767999999998,Prepaid_Incentive,1312.9845599999996
950,1280,330,0,9.8,2,525,4,0,0.0,2920,1,0,1,2,Tier 1,Fashion,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,11.0,Low,0.11,Returning / Core,98.82,False,98.82,Fee_50_COD,116.4366
1410,1420,10,0,6.4,2,728,10,2,0.2,9750,6,2,7,3,Tier 1,Electronics,CoD,Morning,Android,Local_SmallSeller,North,Returning,0,8.7,Low,0.087,Returning / Core,155.5932,False,155.5932,Prepaid_Incentive,163.07693999999998
990,1270,280,0,1.2,1,25,2,1,0.5,810,1,1,7,2,Tier 1,Fashion,Prepaid,Morning,iOS,Flagship_1P,South,Returning,0,3.0,Low,0.03,Returning / Core,114.61199999999998,False,114.61199999999998,Fee_50_COD,126.96155999999999
1480,1760,280,0,10.3,1,533,11,5,0.455,28430,3,2,20,5,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,3.0,Low,0.03,Low RTO / High LTV,172.82399999999996,False,172.82399999999996,Prepaid_Incentive,175.45079999999996
2600,2950,350,0,2.5,1,920,8,3,0.375,9090,4,2,15,2,Tier 1,Footwear,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,306.696,False,306.696,Prepaid_Incentive,309.6132
380,420,40,60,10.3,1,777,8,1,0.125,32660,5,1,2,0,Tier 2,Grocery,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,34.425599999999996,False,34.425599999999996,Fee_20_COD,48.926671999999996
2830,3310,480,0,7.8,2,678,8,1,0.125,4840,5,1,10,4,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,334.0568,False,334.0568,Prepaid_Incentive,337.10556
660,820,160,0,7.6,1,1046,20,5,0.25,17430,8,5,15,1,Tier 3,Beauty,Prepaid,Afternoon,Android,Local_SmallSeller,South,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,72.62719999999999,False,72.62719999999999,Fee_50_COD,95.759136
1210,1430,220,0,6.9,1,1029,13,0,0.0,31520,6,0,5,2,Tier 1,Fashion,CoD,Morning,Android,Flagship_1P,West,Returning,0,4.0,Low,0.04,Low RTO / High LTV,139.26399999999998,False,139.26399999999998,Prepaid_Incentive,142.5288
860,1120,260,0,5.8,3,1315,17,1,0.059,17090,4,1,16,0,Tier 1,Beauty,Prepaid,Afternoon,Android,Marketplace_3P,South,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,100.78079999999999,False,100.78079999999999,Fee_50_COD,116.37590399999999
2060,2360,300,0,11.4,1,336,4,0,0.0,1340,2,0,18,5,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,West,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,229.5072,False,229.5072,Prepaid_Incentive,239.23824000000002
11230,12180,950,0,7.5,2,360,7,1,0.143,21010,3,1,9,1,Tier 2,Mobiles,CoD,Morning,Android,Marketplace_3P,Central,Returning,0,16.8,Low,0.168,High RTO / High LTV,1255.3344,False,1255.3344,Prepaid_Incentive,1306.0804799999999
1910,2140,230,0,9.7,2,370,5,0,0.0,12580,2,0,2,1,Tier 2,Grocery,CoD,Late_Night,iOS,Local_SmallSeller,East,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,203.0928,False,203.0928,Prepaid_Incentive,217.45176
17020,21860,4840,0,8.9,1,1145,12,1,0.083,34700,3,1,5,0,Tier 3,Mobiles,CoD,Morning,Android,Marketplace_3P,North,Returning,1,14.8,Low,0.14800000000000002,High RTO / High LTV,1926.8416,True,1499.4982080000002,Prepaid_Incentive,1990.3987200000001
1740,1790,50,0,42.7,1,1270,13,3,0.231,45700,4,3,3,5,Tier 2,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,East,Returning,0,7.6,Low,0.076,Low RTO / High LTV,195.9104,False,195.9104,Prepaid_Incentive,202.99968
2050,2210,160,0,2.5,1,346,5,2,0.4,4810,3,2,14,4,Tier 2,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,Central,Returning,0,3.9,Low,0.039,Returning / Core,238.902,False,238.902,Prepaid_Incentive,242.8059
12150,12770,620,0,56.2,1,253,6,2,0.333,4880,4,2,7,0,Tier 3,Mobiles,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,1371.272,False,1371.272,Prepaid_Incentive,1418.9724
32030,32850,820,0,7.8,2,51,1,0,0.0,730,0,0,20,6,Tier 1,Mobiles,Prepaid,Evening,Android,Marketplace_3P,North,New,1,11.0,Low,0.11,New Users,3691.6679999999997,False,3691.6679999999997,Prepaid_Incentive,3775.2305999999994
750,960,210,0,17.0,3,1470,21,7,0.333,33990,15,7,14,2,Tier 2,Toys,Prepaid,Afternoon,Android,Local_SmallSeller,Central,Returning,1,6.7,Low,0.067,Low RTO / High LTV,81.28999999999999,False,81.28999999999999,Fee_20_COD,89.766675
1870,2280,410,0,7.5,2,700,6,1,0.167,13580,3,1,13,3,Tier 2,Fashion,CoD,Afternoon,Android,Flagship_1P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,207.44439999999997,False,207.44439999999997,Prepaid_Incentive,216.76997999999998
1240,1380,140,0,12.0,1,139,4,0,0.0,11610,2,0,22,4,Tier 2,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,141.0208,False,141.0208,Fee_50_COD,147.19910400000003
2870,3610,740,0,4.6,2,921,10,1,0.1,7180,8,1,11,4,Tier 1,Beauty,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,2.3,Low,0.023,Returning / Core,339.4596,False,339.4596,Prepaid_Incentive,342.17682
1770,2130,360,0,8.0,1,714,7,3,0.429,6870,2,1,10,6,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,195.83239999999998,False,195.83239999999998,Prepaid_Incentive,204.94457999999997
9830,12910,3080,0,3.9,1,1319,14,4,0.286,15380,10,4,5,6,Tier 1,Mobiles,CoD,Morning,iOS,Local_SmallSeller,West,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,1112.0315999999998,False,1112.0315999999998,Prepaid_Incentive,1149.1942199999999
8000,8810,810,0,3.2,1,180,3,0,0.0,2040,1,0,18,4,Tier 1,Electronics,Prepaid,Evening,Android,Local_SmallSeller,West,Returning,0,7.3,Low,0.073,Returning / Core,929.34,False,929.34,Prepaid_Incentive,946.203
5690,6780,1090,0,12.6,1,219,4,2,0.5,17370,3,2,18,4,Tier 2,Electronics,CoD,Evening,Android,Flagship_1P,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,618.5904,False,618.5904,Prepaid_Incentive,653.9056800000001
710,730,20,0,9.4,2,480,5,1,0.2,2640,4,1,0,0,Tier 2,Beauty,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,67.60919999999999,False,67.60919999999999,Fee_50_COD,93.317796
790,1060,270,0,12.1,1,20,2,0,0.0,1300,2,0,18,1,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,82.03479999999999,False,82.03479999999999,Fee_50_COD,103.55792399999999
990,1070,80,0,15.2,1,324,3,0,0.0,830,1,0,12,0,Tier 2,Footwear,Prepaid,Afternoon,Android,Local_SmallSeller,West,Returning,0,6.5,Low,0.065,Returning / Core,109.72599999999998,False,109.72599999999998,Fee_50_COD,123.88337999999999
1870,2420,550,0,25.4,1,41,1,0,0.0,850,0,0,14,0,Tier 2,Footwear,CoD,Afternoon,Android,Flagship_1P,East,New,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,189.0904,False,189.0904,Prepaid_Incentive,208.51067999999998
1040,1080,40,0,6.9,1,492,6,1,0.167,17200,3,1,13,5,Tier 1,Toys,CoD,Afternoon,Android,Marketplace_3P,West,Returning,0,6.7,Low,0.067,Returning / Core,115.31279999999998,False,115.31279999999998,Fee_50_COD,128.123064
650,680,30,0,23.2,3,926,6,1,0.167,8250,4,1,19,6,Tier 2,Toys,Prepaid,Evening,Android,Local_SmallSeller,South,Returning,0,7.6,Low,0.076,Returning / Core,68.424,False,68.424,Fee_50_COD,92.96712000000001
630,630,0,0,14.8,2,285,7,1,0.143,13090,6,1,16,3,Tier 3,Grocery,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,58.447599999999994,False,58.447599999999994,Fee_50_COD,86.39398800000001
4800,4990,190,0,10.7,1,219,4,2,0.5,17370,3,2,9,2,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,560.232,False,560.232,Prepaid_Incentive,568.9044
490,490,0,40,10.2,1,740,11,2,0.182,5420,6,2,6,2,Tier 2,Grocery,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,54.37480000000001,False,54.37480000000001,Fee_50_COD,81.81212400000001
1470,1500,30,0,23.7,1,1183,13,2,0.154,44200,10,2,2,2,Tier 2,Footwear,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,12.3,Low,0.12300000000000001,Low RTO / High LTV,156.86759999999998,False,156.86759999999998,Prepaid_Incentive,167.61041999999998
8900,10660,1760,0,14.8,1,929,13,3,0.231,16500,8,3,3,6,Tier 1,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,7.3,Low,0.073,Returning / Core,1034.712,False,1034.712,Prepaid_Incentive,1053.0204
1080,1330,250,0,7.8,2,855,6,0,0.0,1920,4,0,2,1,Tier 1,Fashion,Prepaid,Late_Night,Android,Flagship_1P,North,Returning,0,3.9,Low,0.039,Returning / Core,124.01520000000002,False,124.01520000000002,Fee_50_COD,134.18157600000004
1520,1670,150,0,6.8,3,41,1,0,0.0,900,1,0,7,3,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,East,New,0,19.6,Low,0.196,High RTO / Low LTV,150.8832,False,150.8832,Prepaid_Incentive,168.21743999999998
790,800,10,0,18.6,2,788,13,0,0.0,2130,6,0,5,3,Tier 2,Grocery,Prepaid,Morning,iOS,Flagship_1P,South,Returning,1,4.0,Low,0.04,Returning / Core,89.53599999999999,False,89.53599999999999,Fee_50_COD,108.28367999999999
6330,7840,1510,0,17.6,2,365,9,0,0.0,48370,5,0,8,1,Tier 2,Electronics,CoD,Morning,iOS,Local_SmallSeller,East,Returning,1,19.6,Low,0.196,High RTO / High LTV,690.3727999999999,False,690.3727999999999,Prepaid_Incentive,728.4477599999999
1180,1590,410,0,9.6,1,1385,20,4,0.2,27690,18,4,16,2,Tier 3,Footwear,CoD,Afternoon,Android,Flagship_1P,East,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,127.32160000000002,False,127.32160000000002,Prepaid_Incentive,135.17472000000004
850,980,130,0,5.6,1,1118,18,10,0.556,35740,10,10,23,2,Tier 3,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,West,Returning,0,8.7,Low,0.087,Low RTO / High LTV,90.342,False,90.342,Fee_20_COD,97.88616499999999
3960,4940,980,0,20.8,2,1169,14,1,0.071,12130,7,1,6,5,Tier 2,Electronics,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,6.5,Low,0.065,Returning / Core,458.40399999999994,False,458.40399999999994,Prepaid_Incentive,467.64179999999993
710,820,110,0,9.8,1,322,4,0,0.0,5280,3,0,1,6,Tier 1,Footwear,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,80.44919999999999,False,80.44919999999999,Fee_50_COD,101.40699599999999
750,970,220,0,30.8,1,44,1,0,0.0,800,1,0,17,6,Tier 3,Toys,Prepaid,Evening,Android,Local_SmallSeller,East,New,0,15.6,Low,0.156,High RTO / Low LTV,69.72,False,69.72,Fee_50_COD,95.2236
2870,3770,900,0,31.3,1,615,6,1,0.167,5010,3,1,2,1,Tier 3,Home & Kitchen,CoD,Late_Night,Android,Local_SmallSeller,South,Returning,0,26.9,Medium,0.26899999999999996,High RTO / Low LTV,286.6188,False,286.6188,Prepaid_Incentive,318.39846000000006
1590,1610,20,0,14.0,1,1333,13,1,0.077,15310,6,1,1,0,Tier 1,Books,Prepaid,Late_Night,Android,Flagship_1P,Central,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,186.5464,False,186.5464,Prepaid_Incentive,188.88588000000001
1420,1450,30,0,11.0,2,1049,12,2,0.167,25200,5,2,5,5,Tier 2,Home & Kitchen,CoD,Morning,iOS,Local_SmallSeller,West,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,155.19039999999998,False,155.19039999999998,Prepaid_Incentive,163.55567999999997
16910,20320,3410,0,2.7,1,1208,16,0,0.0,8000,5,0,22,6,Tier 1,Mobiles,Prepaid,Late_Night,iOS,Marketplace_3P,South,Returning,0,4.0,Low,0.04,Returning / Core,1998.1439999999998,False,1998.1439999999998,Prepaid_Incentive,2015.2247999999997
1670,1860,190,0,6.8,1,689,10,2,0.2,8130,2,1,3,1,Tier 2,Fashion,CoD,Late_Night,iOS,Marketplace_3P,North,Returning,1,9.7,Low,0.09699999999999999,Returning / Core,184.22039999999998,False,184.22039999999998,Prepaid_Incentive,193.11917999999997
6720,8860,2140,0,3.4,2,230,4,0,0.0,1940,3,0,10,2,Tier 1,Electronics,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,787.2223999999999,False,787.2223999999999,Prepaid_Incentive,797.7700799999999
420,440,20,60,8.6,2,60,1,0,0.0,980,0,0,23,1,Tier 1,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,Central,New,0,7.3,Low,0.073,New Users,41.873599999999996,False,41.873599999999996,Fee_50_COD,72.92836799999999
930,1090,160,0,7.4,1,252,3,0,0.0,7700,1,0,19,5,Tier 2,Footwear,Prepaid,Evening,iOS,Flagship_1P,East,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,106.5236,False,106.5236,Fee_50_COD,121.00186800000002
360,390,30,40,24.5,2,1096,19,1,0.053,42880,15,1,11,3,Tier 2,Books,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,4.4,Low,0.044000000000000004,Low RTO / High LTV,38.1664,False,38.1664,Fee_20_COD,51.785368
5300,5900,600,0,27.1,1,619,13,4,0.308,43800,6,3,17,5,Tier 2,Mobiles,CoD,Evening,Android,Marketplace_3P,East,Returning,0,14.8,Low,0.14800000000000002,High RTO / High LTV,589.824,False,589.824,Prepaid_Incentive,615.2208
1740,2100,360,0,7.9,1,1036,9,1,0.111,23260,5,1,10,1,Tier 3,Fashion,CoD,Morning,Android,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,192.3488,False,192.3488,Prepaid_Incentive,201.39696
8090,9260,1170,0,6.9,1,151,5,3,0.6,4200,3,2,6,1,Tier 3,Appliances,CoD,Morning,Android,Local_SmallSeller,North,Returning,0,26.9,Medium,0.26899999999999996,High RTO / Low LTV,856.8516000000001,False,856.8516000000001,Prepaid_Incentive,919.52322
380,440,60,40,39.6,1,58,4,1,0.25,11000,2,1,20,1,Tier 3,Grocery,CoD,Evening,Android,Local_SmallSeller,South,Returning,0,24.7,Medium,0.247,High RTO / Low LTV,17.145599999999995,False,17.145599999999995,Fee_50_COD,56.773728
5150,5470,320,0,15.9,1,1078,14,2,0.143,13870,12,2,14,4,Tier 2,Electronics,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,11.0,Low,0.11,Returning / Core,584.34,False,584.34,Prepaid_Incentive,602.853
850,1030,180,0,16.5,1,243,4,1,0.25,8440,2,1,8,3,Tier 3,Beauty,CoD,Morning,Android,Marketplace_3P,Central,Returning,1,14.8,Low,0.14800000000000002,High RTO / Low LTV,82.16799999999999,False,82.16799999999999,Fee_50_COD,104.50583999999999
1410,1550,140,0,4.9,3,1005,20,3,0.15,7590,5,3,0,6,Tier 2,Fashion,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,154.0292,False,154.0292,Prepaid_Incentive,162.37313999999998
16690,19210,2520,0,0.9,1,1126,12,1,0.083,29900,4,1,4,5,Tier 2,Mobiles,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,6.5,Low,0.065,Low RTO / High LTV,1952.9059999999997,False,1952.9059999999997,Prepaid_Incentive,1980.3476999999998
610,820,210,0,1.6,1,1208,12,4,0.333,10850,8,4,1,6,Tier 1,Toys,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,69.9656,False,69.9656,Fee_50_COD,93.36232799999999
660,850,190,0,6.4,1,510,14,5,0.357,40970,7,5,21,6,Tier 2,Grocery,Prepaid,Evening,Android,Local_SmallSeller,East,Returning,0,3.9,Low,0.039,Low RTO / High LTV,74.2704,False,74.2704,Fee_20_COD,83.36934799999997
33510,39390,5880,0,5.8,1,489,7,1,0.143,7250,2,1,23,3,Tier 1,Electronics,Prepaid,Late_Night,Android,Local_SmallSeller,South,Returning,0,8.7,Low,0.087,Returning / Core,3895.8852,False,3895.8852,Prepaid_Incentive,3964.8083400000005
1700,1880,180,0,26.5,1,533,7,3,0.429,5020,3,3,9,3,Tier 2,Beauty,CoD,Morning,Android,Marketplace_3P,East,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,179.136,False,179.136,Prepaid_Incentive,192.81119999999999
920,1130,210,0,7.0,1,472,5,2,0.4,8710,3,2,0,6,Tier 2,Grocery,CoD,Late_Night,Android,Local_SmallSeller,South,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,90.1536,False,90.1536,Fee_50_COD,110.544768
180,210,30,60,5.9,1,1387,24,3,0.125,31670,7,3,10,3,Tier 2,Books,CoD,Morning,Android,Local_SmallSeller,East,Returning,0,7.3,Low,0.073,Low RTO / High LTV,13.774400000000002,False,13.774400000000002,Fee_20_COD,30.630827999999998
13380,17810,4430,0,41.2,1,289,3,1,0.333,1560,2,1,18,1,Tier 3,Electronics,Prepaid,Evening,Android,Marketplace_3P,East,Returning,1,17.5,Low,0.175,High RTO / Low LTV,1494.44,False,1494.44,Prepaid_Incentive,1555.5780000000002
2840,3190,350,0,20.9,1,871,8,0,0.0,5470,6,0,11,1,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,332.8967999999999,False,332.8967999999999,Prepaid_Incentive,337.24355999999995
16680,21690,5010,0,10.8,2,1199,19,3,0.158,12420,7,3,11,0,Tier 2,Electronics,CoD,Morning,Android,Marketplace_3P,North,Returning,1,16.8,Low,0.168,High RTO / Low LTV,1872.7104000000002,False,1872.7104000000002,Prepaid_Incentive,1943.59968
8410,8810,400,0,4.4,1,703,11,3,0.273,22880,6,3,19,0,Tier 1,Electronics,CoD,Evening,iOS,Flagship_1P,South,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,966.8692000000001,False,966.8692000000001,Prepaid_Incentive,990.15114
1750,2290,540,0,10.7,2,111,4,2,0.5,22440,3,2,9,4,Tier 2,Footwear,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,6.5,Low,0.065,Low RTO / High LTV,198.95,False,198.95,Prepaid_Incentive,205.0275
770,990,220,0,10.6,2,1308,19,3,0.158,23610,8,3,13,1,Tier 3,Footwear,CoD,Afternoon,Android,Marketplace_3P,South,Returning,1,11.0,Low,0.11,Low RTO / High LTV,78.012,False,78.012,Fee_20_COD,87.28169
7370,9030,1660,0,7.8,1,961,6,2,0.333,8470,5,2,20,1,Tier 1,Appliances,Prepaid,Evening,Android,Flagship_1P,West,Returning,0,4.4,Low,0.044000000000000004,Returning / Core,867.0287999999998,False,867.0287999999998,Prepaid_Incentive,876.5829599999998
1150,1340,190,0,6.2,1,685,12,1,0.083,15130,6,1,5,6,Tier 2,Grocery,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,2.3,Low,0.023,Returning / Core,134.642,False,134.642,Fee_50_COD,141.88446000000002
5530,6220,690,0,13.4,1,62,1,0,0.0,1640,0,0,5,5,Tier 2,Electronics,Prepaid,Morning,Android,Marketplace_3P,Central,New,0,11.0,Low,0.11,New Users,628.2679999999999,False,628.2679999999999,Prepaid_Incentive,647.7005999999999
1680,1740,60,0,8.5,1,179,3,1,0.333,1950,2,1,13,6,Tier 3,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,East,Returning,1,7.6,Low,0.076,Returning / Core,188.89279999999997,False,188.89279999999997,Prepaid_Incentive,195.88175999999996
